date,state,infected,landed flights,month
4/9/2020,TN,4634,272,April
4/9/2020,DE,1207,279,September
4/9/2020,RI,2169,279,August
4/9/2020,AZ,3018,292,June
4/9/2020,WA,10104,363,November
4/9/2020,OH,5512,364,November
4/9/2020,VA,4042,397,April
4/9/2020,AL,2769,400,July
4/9/2020,IN,6351,408,February
4/9/2020,MD,6185,656,December
4/9/2020,GA,10566,665,February
4/9/2020,TX,10230,877,November
4/9/2020,FL,16364,909,March
4/9/2020,MI,29096,1032,December
4/9/2020,LA,18283,1253,November
4/9/2020,IL,16422,1344,July
4/9/2020,CA,18309,1352,June
4/9/2020,PA,18228,1989,August
4/9/2020,CT,9784,2003,April
4/9/2020,MA,18843,2151,May
4/9/2020,NJ,51027,3590,July
4/9/2020,NY,159937,10621,August
4/10/2020,GU,130,2,January
4/10/2020,VI,50,4,February
4/10/2020,HI,442,7,October
4/10/2020,ND,278,9,April
4/10/2020,AK,246,11,July
4/10/2020,MT,365,11,March
4/10/2020,WY,340,20,September
4/10/2020,ME,586,26,December
4/10/2020,NH,819,31,January
4/10/2020,WV,554,31,June
4/10/2020,VT,713,33,March
4/10/2020,PR,725,42,February
4/10/2020,AR,1171,52,April
4/10/2020,KS,1166,60,February
4/10/2020,NE,635,68,May
4/10/2020,SD,536,89,June
4/10/2020,AZ,3112,94,October
4/10/2020,MN,1732,95,September
4/10/2020,OK,1794,110,July
4/10/2020,IA,1388,118,December
4/10/2020,DE,1326,119,November
4/10/2020,ID,1353,121,March
4/10/2020,UT,2102,126,January
4/10/2020,NV,2584,128,October
4/10/2020,DC,1660,137,March
4/10/2020,AL,2968,199,February
4/10/2020,MS,2469,209,February
4/10/2020,WI,3665,222,July
4/10/2020,NM,1091,226,August
4/10/2020,TN,4862,228,May
4/10/2020,NC,3908,257,March
4/10/2020,MO,3799,260,June
4/10/2020,SC,3065,273,September
4/10/2020,WA,10413,309,April
4/10/2020,KY,1693,347,April
4/10/2020,OH,5878,366,April
4/10/2020,RI,2573,404,August
4/10/2020,VA,4509,467,March
4/10/2020,IN,6907,556,September
4/10/2020,CT,10538,754,July
4/10/2020,MD,6968,783,April
4/10/2020,CO,6510,855,March
4/10/2020,GA,11483,917,January
4/10/2020,LA,19253,970,December
4/10/2020,MI,30172,1076,March
4/10/2020,CA,19472,1163,June
4/10/2020,FL,17531,1167,November
4/10/2020,TX,11671,1441,June
4/10/2020,IL,17887,1465,May
4/10/2020,PA,19979,1751,October
4/10/2020,MA,20878,2035,January
4/10/2020,NJ,54588,3561,October
4/10/2020,NY,170512,10575,December
4/11/2020,VI,51,1,August
4/11/2020,GU,133,3,December
4/11/2020,WY,343,3,October
4/11/2020,AK,257,11,January
4/11/2020,MT,377,12,November
4/11/2020,ND,293,15,February
4/11/2020,VT,733,20,August
4/11/2020,HI,465,23,March
4/11/2020,WV,577,23,November
4/11/2020,ME,616,30,October
4/11/2020,ID,1396,43,September
4/11/2020,OR,1371,50,May
4/11/2020,AR,1226,55,September
4/11/2020,PR,788,63,September
4/11/2020,NE,700,65,June
4/11/2020,NH,885,66,June
4/11/2020,MN,1806,74,March
4/11/2020,OK,1868,74,May
4/11/2020,SD,626,90,January
4/11/2020,KS,1268,102,November
4/11/2020,UT,2206,104,June
4/11/2020,NV,2700,116,March
4/11/2020,DC,1778,118,November
4/11/2020,IA,1510,122,November
4/11/2020,SC,3207,142,December
4/11/2020,DE,1479,153,October
4/11/2020,WA,10568,155,July
4/11/2020,WI,3822,157,March
4/11/2020,MS,2642,173,October
4/11/2020,AL,3191,223,February
4/11/2020,MO,4024,225,February
4/11/2020,TN,5114,252,July
4/11/2020,RI,2853,280,December
4/11/2020,AZ,3393,281,October
4/11/2020,OH,6250,372,November
4/11/2020,NC,4312,404,January
4/11/2020,IN,7435,528,July
4/11/2020,VA,5077,568,February
4/11/2020,GA,12159,676,May
4/11/2020,MD,7694,726,May
4/11/2020,LA,20014,761,February
4/11/2020,MI,30980,808,August
4/11/2020,TX,12561,890,April
4/11/2020,FL,18494,963,September
4/11/2020,CT,11510,972,February
4/11/2020,CA,20615,1143,February
4/11/2020,IL,19180,1293,July
4/11/2020,PA,21655,1676,June
4/11/2020,MA,22766,1888,October
4/11/2020,NJ,58151,3563,April
4/11/2020,NY,180458,9946,August
4/12/2020,MT,387,10,May
4/12/2020,ID,1407,11,March
4/12/2020,AK,272,15,November
4/12/2020,ND,308,15,March
4/12/2020,ME,633,17,June
4/12/2020,HI,486,21,July
4/12/2020,VT,754,21,October
4/12/2020,WY,364,21,February
4/12/2020,WV,611,34,September
4/12/2020,NH,929,44,May
4/12/2020,AR,1280,54,June
4/12/2020,MN,1864,58,September
4/12/2020,KS,1337,69,October
4/12/2020,IA,1587,77,September
4/12/2020,NM,1174,83,October
4/12/2020,WA,10657,89,October
4/12/2020,NE,791,91,September
4/12/2020,DC,1875,97,September
4/12/2020,UT,2303,97,May
4/12/2020,OK,1970,102,January
4/12/2020,SD,730,104,March
4/12/2020,PR,897,109,June
4/12/2020,SC,3319,112,June
4/12/2020,MO,4160,136,August
4/12/2020,NV,2836,136,January
4/12/2020,MS,2781,139,December
4/12/2020,WI,3964,142,October
4/12/2020,AZ,3539,146,December
4/12/2020,KY,1840,147,April
4/12/2020,OR,1527,156,October
4/12/2020,TN,5308,194,February
4/12/2020,VA,5274,197,December
4/12/2020,NC,4520,208,June
4/12/2020,RI,3142,289,December
4/12/2020,GA,12452,293,September
4/12/2020,AL,3525,334,November
4/12/2020,OH,6604,354,February
4/12/2020,CO,6893,383,October
4/12/2020,IN,7928,493,February
4/12/2020,CT,12035,525,August
4/12/2020,MD,8225,531,October
4/12/2020,LA,20595,581,February
4/12/2020,MI,31666,686,June
4/12/2020,FL,19355,861,March
4/12/2020,TX,13484,923,January
4/12/2020,PA,22833,1178,May
4/12/2020,CA,21794,1179,January
4/12/2020,IL,20852,1672,February
4/12/2020,MA,25381,2615,February
4/12/2020,NJ,61850,3699,October
4/12/2020,NY,188694,8236,June
4/13/2020,AK,277,5,November
4/13/2020,PR,903,6,July
4/13/2020,MT,394,7,March
4/13/2020,VT,761,7,October
4/13/2020,WY,373,9,January
4/13/2020,HI,499,13,December
4/13/2020,WV,626,15,December
4/13/2020,ID,1426,19,July
4/13/2020,ND,331,23,January
4/13/2020,NE,814,23,May
4/13/2020,KS,1376,39,August
4/13/2020,NH,985,56,October
4/13/2020,OR,1584,57,March
4/13/2020,UT,2363,60,July
4/13/2020,ME,698,65,February
4/13/2020,NM,1245,71,April
4/13/2020,DC,1955,80,February
4/13/2020,OK,2069,99,December
4/13/2020,WI,4080,116,November
4/13/2020,IA,1710,123,August
4/13/2020,KY,1963,123,January
4/13/2020,AR,1410,130,February
4/13/2020,NV,2971,135,February
4/13/2020,SD,868,138,January
4/13/2020,DE,1625,146,July
4/13/2020,MN,2012,148,January
4/13/2020,MS,2942,161,July
4/13/2020,AZ,3702,163,March
4/13/2020,RI,3329,187,September
4/13/2020,AL,3734,209,July
4/13/2020,MO,4388,228,July
4/13/2020,NC,4816,296,April
4/13/2020,TN,5610,302,November
4/13/2020,IN,8236,308,June
4/13/2020,OH,6975,371,March
4/13/2020,WA,11028,371,April
4/13/2020,LA,21016,421,August
4/13/2020,TX,13906,422,November
4/13/2020,VA,5747,473,October
4/13/2020,CA,22348,554,June
4/13/2020,MD,8936,711,April
4/13/2020,CO,7684,791,September
4/13/2020,GA,13315,863,September
4/13/2020,MI,32702,1036,May
4/13/2020,IL,22025,1173,May
4/13/2020,FL,20601,1246,September
4/13/2020,CT,13381,1346,May
4/13/2020,PA,24199,1366,February
4/13/2020,MA,26794,1413,September
4/13/2020,NJ,64584,2734,November
4/13/2020,NY,195031,6337,March
4/14/2020,MP,13,2,December
4/14/2020,HI,504,5,October
4/14/2020,MT,399,5,January
4/14/2020,CO,7691,7,May
4/14/2020,AK,285,8,November
4/14/2020,VT,770,9,October
4/14/2020,ND,341,10,January
4/14/2020,WY,383,10,December
4/14/2020,WV,640,14,March
4/14/2020,PR,923,20,October
4/14/2020,ID,1453,27,May
4/14/2020,NH,1020,35,May
4/14/2020,ME,734,36,June
4/14/2020,OR,1633,49,February
4/14/2020,UT,2412,49,January
4/14/2020,KS,1426,50,August
4/14/2020,NE,871,57,November
4/14/2020,AR,1480,70,June
4/14/2020,KY,2048,85,January
4/14/2020,NM,1345,100,September
4/14/2020,DC,2058,103,March
4/14/2020,AZ,3806,104,October
4/14/2020,OK,2184,115,July
4/14/2020,NV,3088,117,December
4/14/2020,SD,988,120,August
4/14/2020,DE,1761,136,December
4/14/2020,AL,3876,142,June
4/14/2020,MS,3087,145,May
4/14/2020,MN,2165,153,August
4/14/2020,WI,4246,166,April
4/14/2020,IA,1899,189,April
4/14/2020,NC,5024,208,August
4/14/2020,TN,5823,213,April
4/14/2020,SC,3553,234,July
4/14/2020,RI,3596,267,March
4/14/2020,IN,8527,291,December
4/14/2020,MO,4686,298,June
4/14/2020,WA,11330,302,May
4/14/2020,OH,7280,305,March
4/14/2020,VA,6171,424,November
4/14/2020,LA,21518,502,December
4/14/2020,MD,9472,536,May
4/14/2020,CT,13989,608,March
4/14/2020,TX,14624,718,May
4/14/2020,FL,21367,766,February
4/14/2020,GA,14223,908,February
4/14/2020,MI,33613,911,November
4/14/2020,CA,23338,990,December
4/14/2020,PA,25345,1146,April
4/14/2020,IL,23247,1222,July
4/14/2020,MA,28109,1315,July
4/14/2020,NJ,68824,4240,June
4/14/2020,NY,202208,7177,May
4/15/2020,MT,404,5,September
4/15/2020,AK,293,8,December
4/15/2020,VT,779,9,October
4/15/2020,WY,393,10,September
4/15/2020,ID,1464,11,May
4/15/2020,HI,517,13,July
4/15/2020,ND,364,23,March
4/15/2020,NE,901,30,January
4/15/2020,OR,1663,30,October
4/15/2020,ME,770,36,September
4/15/2020,PR,974,51,December
4/15/2020,NM,1407,62,December
4/15/2020,WV,702,62,May
4/15/2020,KS,1494,68,September
4/15/2020,OK,2263,79,February
4/15/2020,AR,1569,89,June
4/15/2020,IA,1995,96,June
4/15/2020,NC,5123,99,February
4/15/2020,SC,3656,103,August
4/15/2020,NH,1139,119,January
4/15/2020,NV,3211,123,August
4/15/2020,UT,2542,130,December
4/15/2020,DC,2197,139,March
4/15/2020,AZ,3962,156,December
4/15/2020,MN,2321,156,September
4/15/2020,KY,2210,162,January
4/15/2020,SD,1168,180,July
4/15/2020,WI,4453,207,July
4/15/2020,MO,4895,209,May
4/15/2020,AL,4113,237,September
4/15/2020,CO,7941,250,May
4/15/2020,DE,2014,253,September
4/15/2020,TN,6079,256,October
4/15/2020,MS,3360,273,August
4/15/2020,RI,3903,307,October
4/15/2020,WA,11658,328,March
4/15/2020,VA,6500,329,July
4/15/2020,IN,8955,428,February
4/15/2020,LA,21951,433,June
4/15/2020,OH,7791,511,February
4/15/2020,MD,10032,560,October
4/15/2020,GA,14987,764,June
4/15/2020,CT,14755,766,August
4/15/2020,TX,15492,868,January
4/15/2020,MI,34533,920,February
4/15/2020,CA,24424,1086,March
4/15/2020,FL,22511,1144,February
4/15/2020,PA,26490,1145,August
4/15/2020,IL,24593,1346,April
4/15/2020,MA,29970,1861,March
4/15/2020,NJ,71030,2206,October
4/15/2020,NY,213779,11571,December
4/16/2020,AK,300,7,July
4/16/2020,WY,401,8,May
4/16/2020,MT,415,11,July
4/16/2020,HI,530,13,October
4/16/2020,VT,792,13,October
4/16/2020,ME,796,26,August
4/16/2020,ND,392,28,November
4/16/2020,WV,739,37,October
4/16/2020,AR,1620,51,May
4/16/2020,NE,952,51,March
4/16/2020,DE,2075,61,April
4/16/2020,PR,1043,69,April
4/16/2020,OR,1736,73,October
4/16/2020,NM,1484,77,June
4/16/2020,KY,2291,81,March
4/16/2020,KS,1588,94,January
4/16/2020,OK,2357,94,August
4/16/2020,NV,3321,110,November
4/16/2020,ID,1587,123,May
4/16/2020,UT,2683,141,February
4/16/2020,SD,1311,143,March
4/16/2020,IA,2141,146,April
4/16/2020,DC,2350,153,August
4/16/2020,MN,2486,165,September
4/16/2020,TN,6262,183,March
4/16/2020,WI,4636,183,July
4/16/2020,MO,5111,216,April
4/16/2020,AL,4345,232,March
4/16/2020,MS,3624,264,February
4/16/2020,AZ,4234,272,May
4/16/2020,WA,11967,309,November
4/16/2020,CO,8280,339,June
4/16/2020,NC,5465,342,November
4/16/2020,FL,22897,386,September
4/16/2020,VA,6889,389,November
4/16/2020,RI,4295,392,July
4/16/2020,LA,22532,581,February
4/16/2020,IN,9542,587,June
4/16/2020,OH,8414,623,February
4/16/2020,GA,15669,682,December
4/16/2020,MD,10784,752,February
4/16/2020,MI,35455,922,June
4/16/2020,TX,16455,963,March
4/16/2020,CT,15884,1129,December
4/16/2020,IL,25733,1140,March
4/16/2020,PA,27735,1245,November
4/16/2020,CA,26182,1758,March
4/16/2020,MA,32492,2522,November
4/16/2020,NJ,75317,4287,November
4/16/2020,NY,222284,8505,December
4/17/2020,MT,422,7,March
4/17/2020,AK,309,9,September
4/17/2020,VT,802,10,November
4/17/2020,HI,541,11,May
4/17/2020,WY,412,11,February
4/17/2020,WV,754,15,July
4/17/2020,ID,1609,22,February
4/17/2020,PR,1068,25,June
4/17/2020,ME,827,31,April
4/17/2020,ND,438,46,September
4/17/2020,OR,1785,49,October
4/17/2020,AR,1695,75,July
4/17/2020,SD,1411,100,February
4/17/2020,OK,2465,108,November
4/17/2020,NM,1597,113,December
4/17/2020,NE,1066,114,August
4/17/2020,KS,1705,117,August
4/17/2020,UT,2805,122,April
4/17/2020,DC,2476,126,April
4/17/2020,KY,2429,138,May
4/17/2020,NH,1287,148,March
4/17/2020,MS,3793,169,October
4/17/2020,MO,5283,172,March
4/17/2020,MN,2668,182,March
4/17/2020,AL,4530,185,September
4/17/2020,IA,2332,191,September
4/17/2020,NV,3524,203,April
4/17/2020,WI,4839,203,August
4/17/2020,DE,2323,248,April
4/17/2020,AZ,4507,273,April
4/17/2020,SC,3931,275,February
4/17/2020,RI,4585,290,December
4/17/2020,TN,6589,327,September
4/17/2020,WA,12318,351,May
4/17/2020,NC,5859,394,July
4/17/2020,CO,8675,395,June
4/17/2020,LA,23118,586,April
4/17/2020,VA,7491,602,April
4/17/2020,IN,10154,612,April
4/17/2020,OH,9107,693,January
4/17/2020,MD,11572,788,January
4/17/2020,MI,36320,865,December
4/17/2020,TX,17371,916,November
4/17/2020,CT,16809,925,October
4/17/2020,FL,24119,1222,August
4/17/2020,CA,27528,1346,September
4/17/2020,GA,17194,1525,November
4/17/2020,PA,29441,1706,June
4/17/2020,IL,27575,1842,July
4/17/2020,MA,35125,2633,November
4/17/2020,NJ,78467,3150,September
4/17/2020,NY,229642,7358,March
4/18/2020,MP,14,1,November
4/18/2020,VI,53,2,July
4/18/2020,MT,426,4,March
4/18/2020,AK,314,5,May
4/18/2020,WY,422,10,November
4/18/2020,VT,813,11,October
4/18/2020,HI,553,12,April
4/18/2020,ME,847,20,January
4/18/2020,WV,785,31,July
4/18/2020,AR,1739,44,February
4/18/2020,ID,1655,46,November
4/18/2020,PR,1118,50,March
4/18/2020,OR,1844,59,July
4/18/2020,NE,1138,72,May
4/18/2020,KS,1790,85,October
4/18/2020,ND,528,90,September
4/18/2020,KY,2522,93,January
4/18/2020,NV,3626,102,June
4/18/2020,OK,2570,105,June
4/18/2020,NM,1711,114,September
4/18/2020,MN,2788,120,February
4/18/2020,AL,4655,125,November
4/18/2020,UT,2931,126,February
4/18/2020,SD,1542,131,March
4/18/2020,TN,6762,173,September
4/18/2020,WI,5013,174,January
4/18/2020,WA,12493,175,January
4/18/2020,IA,2513,181,May
4/18/2020,MS,3974,181,April
4/18/2020,DC,2666,190,November
4/18/2020,AZ,4719,212,October
4/18/2020,MO,5517,234,September
4/18/2020,NC,6140,281,September
4/18/2020,RI,4868,283,April
4/18/2020,SC,4246,315,March
4/18/2020,CO,9047,372,June
4/18/2020,LA,23580,462,December
4/18/2020,GA,17669,475,October
4/18/2020,IN,10641,487,April
4/18/2020,VA,8053,562,March
4/18/2020,MI,37029,709,October
4/18/2020,MD,12308,736,January
4/18/2020,TX,18260,889,October
4/18/2020,OH,10222,1115,June
4/18/2020,FL,25269,1150,March
4/18/2020,CA,28963,1435,November
4/18/2020,IL,29160,1585,September
4/18/2020,PA,31069,1628,April
4/18/2020,MA,37527,2402,October
4/18/2020,NJ,81420,2953,March
4/18/2020,NY,236732,7090,February
4/19/2020,VT,817,4,August
4/19/2020,WY,426,4,December
4/19/2020,AK,319,5,December
4/19/2020,MT,433,7,June
4/19/2020,ID,1668,13,November
4/19/2020,ME,867,20,July
4/19/2020,HI,574,21,July
4/19/2020,OK,2599,29,July
4/19/2020,AR,1781,42,August
4/19/2020,NH,1342,55,November
4/19/2020,ND,584,56,November
4/19/2020,KS,1849,59,January
4/19/2020,OR,1910,66,October
4/19/2020,WV,863,78,September
4/19/2020,NM,1798,87,November
4/19/2020,SD,1635,93,July
4/19/2020,PR,1213,95,August
4/19/2020,WA,12589,96,April
4/19/2020,NV,3728,102,November
4/19/2020,MN,2914,126,January
4/19/2020,DC,2793,127,July
4/19/2020,SC,4377,131,October
4/19/2020,UT,3069,138,November
4/19/2020,NE,1287,149,November
4/19/2020,MO,5667,150,April
4/19/2020,WI,5176,163,June
4/19/2020,AL,4837,182,March
4/19/2020,KY,2707,185,December
4/19/2020,AZ,4929,210,May
4/19/2020,DE,2538,215,September
4/19/2020,MS,4274,300,August
4/19/2020,TN,7070,308,June
4/19/2020,RI,5207,339,November
4/19/2020,LA,23928,348,April
4/19/2020,NC,6493,353,June
4/19/2020,CO,9433,386,June
4/19/2020,IA,2902,389,September
4/19/2020,VA,8537,484,March
4/19/2020,MD,12830,522,April
4/19/2020,MI,37557,528,January
4/19/2020,IN,11210,569,March
4/19/2020,GA,18301,632,March
4/19/2020,TX,18923,663,February
4/19/2020,FL,25996,727,August
4/19/2020,CT,17550,741,December
4/19/2020,IL,30357,1197,January
4/19/2020,PA,32284,1215,May
4/19/2020,CA,30333,1370,April
4/19/2020,OH,11602,1380,March
4/19/2020,MA,39820,2293,July
4/19/2020,NJ,85301,3881,November
4/19/2020,NY,242786,6054,January
4/20/2020,AK,321,2,September
4/20/2020,WY,428,2,August
4/20/2020,VT,820,3,May
4/20/2020,ID,1672,4,May
4/20/2020,HI,580,6,June
4/20/2020,ME,875,8,December
4/20/2020,PR,1252,39,September
4/20/2020,WV,902,39,January
4/20/2020,ND,626,42,June
4/20/2020,OR,1956,46,April
4/20/2020,NM,1845,47,October
4/20/2020,NH,1392,50,May
4/20/2020,SD,1685,50,May
4/20/2020,OK,2680,81,November
4/20/2020,NV,3830,102,February
4/20/2020,DC,2927,134,June
4/20/2020,AZ,5064,135,October
4/20/2020,KS,1986,137,October
4/20/2020,MO,5807,140,January
4/20/2020,AR,1923,142,February
4/20/2020,UT,3213,144,August
4/20/2020,TN,7238,168,December
4/20/2020,WI,5353,177,May
4/20/2020,NE,1474,187,December
4/20/2020,AL,5025,188,March
4/20/2020,DE,2745,207,November
4/20/2020,MS,4512,238,October
4/20/2020,KY,2960,253,May
4/20/2020,IA,3159,257,June
4/20/2020,NC,6764,271,April
4/20/2020,MN,3190,276,July
4/20/2020,CO,9730,297,October
4/20/2020,WA,12923,334,February
4/20/2020,RI,5585,378,July
4/20/2020,VA,8990,453,November
4/20/2020,IN,11686,476,September
4/20/2020,TX,19458,535,June
4/20/2020,LA,24523,595,April
4/20/2020,CA,30978,645,February
4/20/2020,GA,18947,646,February
4/20/2020,FL,26660,664,July
4/20/2020,MD,13684,854,October
4/20/2020,MI,38494,937,October
4/20/2020,PA,33232,948,April
4/20/2020,IL,31508,1151,June
4/20/2020,OH,12919,1317,December
4/20/2020,MA,41416,1596,February
4/20/2020,CT,19815,2265,July
4/20/2020,NJ,88806,3505,March
4/20/2020,NY,247512,4726,October
4/21/2020,VI,54,1,September
4/21/2020,HI,584,4,December
4/21/2020,MT,437,4,December
4/21/2020,AK,329,8,March
4/21/2020,VT,828,8,January
4/21/2020,WV,914,12,May
4/21/2020,ME,888,13,March
4/21/2020,WY,441,13,April
4/21/2020,ND,644,18,October
4/21/2020,KS,2025,39,February
4/21/2020,OR,2002,46,February
4/21/2020,PR,1298,46,March
4/21/2020,SC,4439,62,January
4/21/2020,ID,1736,64,March
4/21/2020,SD,1755,70,July
4/21/2020,UT,3296,83,June
4/21/2020,KY,3050,90,January
4/21/2020,NH,1491,99,April
4/21/2020,NV,3937,107,July
4/21/2020,NM,1971,126,April
4/21/2020,OK,2807,127,October
4/21/2020,MO,5941,134,July
4/21/2020,TN,7394,156,January
4/21/2020,WI,5509,156,July
4/21/2020,DC,3098,171,January
4/21/2020,NE,1648,174,September
4/21/2020,DE,2931,186,May
4/21/2020,AZ,5251,187,April
4/21/2020,NC,6951,187,August
4/21/2020,MS,4716,204,April
4/21/2020,AL,5231,206,February
4/21/2020,MN,3452,262,July
4/21/2020,WA,13193,270,June
4/21/2020,AR,2227,304,October
4/21/2020,LA,24854,331,August
4/21/2020,CO,10106,376,January
4/21/2020,RI,5972,387,August
4/21/2020,IN,12097,411,September
4/21/2020,IA,3641,482,October
4/21/2020,MD,14193,509,December
4/21/2020,CT,20360,545,May
4/21/2020,VA,9630,640,April
4/21/2020,TX,20196,738,July
4/21/2020,OH,13725,806,December
4/21/2020,FL,27495,835,March
4/21/2020,GA,19881,934,November
4/21/2020,MI,39589,1095,January
4/21/2020,PA,34528,1296,July
4/21/2020,IL,33059,1551,November
4/21/2020,MA,43168,1752,June
4/21/2020,CA,33261,2283,October
4/21/2020,NJ,92387,3581,January
4/21/2020,NY,251690,4178,January
4/22/2020,GU,134,1,May
4/22/2020,HI,586,2,January
4/22/2020,MT,439,2,October
4/22/2020,VT,831,3,May
4/22/2020,AK,335,6,January
4/22/2020,WY,447,6,December
4/22/2020,ME,907,19,March
4/22/2020,WV,939,25,July
4/22/2020,ID,1766,30,April
4/22/2020,ND,677,33,February
4/22/2020,AR,2276,49,June
4/22/2020,OR,2059,57,August
4/22/2020,NE,1722,74,November
4/22/2020,OK,2894,87,July
4/22/2020,NM,2072,101,December
4/22/2020,SD,1858,103,April
4/22/2020,IA,3748,107,August
4/22/2020,DC,3206,108,April
4/22/2020,KY,3192,142,April
4/22/2020,NV,4081,144,September
4/22/2020,UT,3445,149,July
4/22/2020,MS,4894,178,April
4/22/2020,KS,2211,186,September
4/22/2020,MO,6137,196,February
4/22/2020,AZ,5459,208,December
4/22/2020,AL,5465,234,January
4/22/2020,WI,5766,257,October
4/22/2020,DE,3200,269,November
4/22/2020,NC,7220,269,July
4/22/2020,WA,13476,283,March
4/22/2020,MN,3758,306,August
4/22/2020,SC,4761,322,October
4/22/2020,CO,10447,341,August
4/22/2020,IN,12438,341,March
4/22/2020,RI,6354,382,October
4/22/2020,OH,14117,392,August
4/22/2020,LA,25258,404,April
4/22/2020,TN,7842,448,June
4/22/2020,MD,14775,582,April
4/22/2020,VA,10266,636,August
4/22/2020,FL,28309,814,May
4/22/2020,GA,20740,859,October
4/22/2020,TX,21069,873,October
4/22/2020,MI,40705,1116,September
4/22/2020,PA,35684,1156,August
4/22/2020,MA,44913,1745,December
4/22/2020,IL,35108,2049,April
4/22/2020,CT,22469,2109,March
4/22/2020,CA,35396,2135,September
4/22/2020,NJ,95865,3478,December
4/22/2020,NY,257216,5526,February
4/23/2020,AK,337,2,June
4/23/2020,MT,442,3,December
4/23/2020,VT,834,3,May
4/23/2020,GU,138,4,January
4/23/2020,HI,592,6,November
4/23/2020,WY,453,6,June
4/23/2020,WV,967,28,November
4/23/2020,ME,937,30,January
4/23/2020,ND,709,32,September
4/23/2020,ID,1802,36,April
4/23/2020,OR,2127,68,September
4/23/2020,NE,1813,91,February
4/23/2020,NH,1588,97,July
4/23/2020,SD,1956,98,December
4/23/2020,DE,3308,108,May
4/23/2020,OK,3017,123,November
4/23/2020,NV,4208,127,August
4/23/2020,NM,2210,138,March
4/23/2020,DC,3361,155,January
4/23/2020,SC,4917,156,February
4/23/2020,UT,3612,167,January
4/23/2020,IA,3924,176,January
4/23/2020,KY,3373,181,September
4/23/2020,MO,6321,184,October
4/23/2020,AR,2465,189,January
4/23/2020,WI,6011,245,October
4/23/2020,MS,5153,259,January
4/23/2020,KS,2482,271,November
4/23/2020,WA,13750,274,June
4/23/2020,AZ,5769,310,July
4/23/2020,AL,5778,313,April
4/23/2020,NC,7608,388,April
4/23/2020,RI,6773,419,March
4/23/2020,TN,8266,424,November
4/23/2020,CO,10878,431,January
4/23/2020,LA,25739,481,May
4/23/2020,MN,4270,512,December
4/23/2020,FL,28832,523,March
4/23/2020,OH,14694,577,December
4/23/2020,IN,13039,601,July
4/23/2020,CT,23100,631,July
4/23/2020,VA,10998,732,November
4/23/2020,GA,21512,772,January
4/23/2020,TX,21944,875,June
4/23/2020,MD,15737,962,April
4/23/2020,MI,41694,989,October
4/23/2020,PA,37053,1369,June
4/23/2020,IL,36934,1826,August
4/23/2020,CA,37369,1973,May
4/23/2020,MA,47992,3079,May
4/23/2020,NJ,99989,4124,November
4/23/2020,NY,263460,6244,April
4/24/2020,AK,339,2,September
4/24/2020,GU,140,2,September
4/24/2020,MT,444,2,July
4/24/2020,HI,596,4,May
4/24/2020,VT,843,9,January
4/24/2020,WY,473,20,May
4/24/2020,WV,988,21,June
4/24/2020,ME,965,28,June
